,SECID,SECNAME,FACEVALUE,COUPONPERCENT
696,RU000A101TF1,Банк ВТБ (ПАО) Б-1-81,1000.0,0.01
697,RU000A101TH7,Банк ВТБ (ПАО) Б-1-83,1000.0,0.01
698,RU000A101TT2,РЖД 001Б-01,1000.0,6.55
699,RU000A101TZ9,СберИОС 001Р-280R 5Y США-ШВЕЙЦ,1000.0,0.01
700,RU000A101U61,Минфин Ульяновской обл. 35002,1000.0,6.6
701,RU000A101U95,ДОМ.РФ Ипотечный агент 14-002P,387.18,5.75
702,RU000A101UD4,Электрощит-Стройсистема БО-П02,1000.0,13.0
703,RU000A101UE2,РОСЭКСИМБАНК 002P-03,1000.0,6.64
704,RU000A101UG7,Свердловская область 34007,750.0,5.8
705,RU000A101UL7,ЦГРМ ГЕНЕТИКО,857.15,14.0
706,RU000A101UQ6,ИКС 5 ФИНАНС 001P-12,1000.0,8.95
707,RU000A101UR4,Башкирская содовая 001Р-02,1000.0,6.6
708,RU000A101UU8,СФО Социального развия 01,567.03,10.21
709,RU000A101UW4,СФО Социального развия 02,567.03,16.31
710,RU000A101UZ7,СберИОС 001Р-282R 5Г БТЕХ ИНД,1000.0,0.01
711,RU000A101V03,СберИОС 001Р-284R IMOEX_asn 4Г,1000.0,0.01
712,RU000A101V11,СберИОС 001Р-283R 5Y ТЕХ,1000.0,0.01
713,RU000A101VF7,Банк ВТБ (ПАО) Б-1-96,1000.0,0.01
714,RU000A101VG5,Банк ВТБ (ПАО) Б-1-97,1000.0,0.01
715,RU000A101VK7,СберИОС 001Р-286R 5Г DEF ИНД,1000.0,0.01
716,RU000A101VL5,СберИОС 001Р-285R ТАТН_prt 5Г,1000.0,0.01
717,RU000A101VS0,СберИОС 001Р-288R 5Г ESG,1000.0,0.01
718,RU000A101W28,СберИОС 001Р-276R 5Г CDX 75%,1000.0,1.096
719,RU000A101W36,СберИОС 001Р-277R 5Г H.C.75%,1000.0,1.099
720,RU000A101WD0,Ярославская область 35018,550.0,6.0
721,RU000A101WE8,ВЭБ.РФ ПБО-001Р-20,1000.0,6.4
722,RU000A101WG3,СберИОС 001Р-292R 5Г МГТРД ИНД,1000.0,0.01
723,RU000A101WL3,МЭФ Московской области 34014,700.0,5.75
724,RU000A101WR0,ОГК-2 002P-01,1000.0,10.1
725,RU000A101WT6,СберИОС 001Р-287R 5Г SBERDVTI,1000.0,3.2
726,RU000A101WU4,СберИОС 001Р-296R 5Г ESG,1000.0,0.01
727,RU000A101WV2,СберИОС 001Р-295R 5Y ТЕХ,1000.0,0.01
728,RU000A101X01,ДОМ.РФ Ипотечный агент 16-002P,374.09,
729,RU000A101XD8,МаксимаТелеком БО-П01,1000.0,9.5
730,RU000A101XN7,АФК Система БО 001P-14,1000.0,10.5
731,RU000A101XS6,МОЭК ПАО БО 001Р-04,1000.0,9.95
732,RU000A101Y18,РЖД 001Б-02,1000.0,7.3
733,RU000A101Y75,СберИОС 001Р-297R GMKN_prt 5Г,1000.0,0.01
734,RU000A101Y83,СберИОС 001Р-291R 5Y PP 75%,1000.0,1.219
735,RU000A101YG9,СберИОС 001Р-298R 5Г БТЕХ ИНД,1000.0,0.01
736,RU000A101Z17,Свердловская область 35008,1000.0,6.1
737,RU000A101Z66,Балтийский лизинг ООО БО-П03,250.0,7.15
738,RU000A101Z74,ГПБ (АО) БО 001Р-17Р,1000.0,12.75
739,RU000A101ZH4,Почта России БО-001P-10,1000.0,5.9
740,RU000A101ZL6,СберИОС 001Р-299R IMOEX_asn 4Г,1000.0,0.01
741,RU000A101ZQ5,СберИОС 001Р-293R 5Г CDX,1000.0,0.01
742,RU000A101ZR3,СберИОС 001Р-301R 5Y ТЕХ,1000.0,0.01
743,RU000A101ZS1,СберИОС 001Р-302R 5Г ESG,1000.0,0.01
744,RU000A101ZU7,ИА Абсолют 5 01,299.37,6.35
745,RU000A101ZV5,СберИОС 001Р-294R 5Г RBPP,1000.0,0.01
746,RU000A102028,ЭНЕРГОНИКА 001Р-01,1000.0,13.0
747,RU000A102036,Новосибирскхлебопродукт БО-П01,10000.0,12.0
748,RU000A1020F7,СберИОС 001Р-304R 5Г МГТРД ИНД,1000.0,0.01
749,RU000A1020G5,СберИОС 001Р-314R 5Г SBERDVTI,1000.0,3.2
750,RU000A1020L5,Самарская область 35015,700.0,5.8
751,RU000A1020W2,Светофор Групп АО БО-П02,700.0,12.0
752,RU000A102168,СберИОС 001Р-311R 5Y ТЕХ,1000.0,0.01
753,RU000A102176,СберИОС 001Р-312R 5Г ESG,1000.0,0.01
754,RU000A102192,Концерн РОССИУМ ООО 002P-01,1000.0,10.25
755,RU000A1021A6,Концерн РОССИУМ ООО 002P-02,1000.0,10.25
756,RU000A1021F5,Новая концесс. компания 11,1316.2,0.01
757,RU000A1021G3,РВК-Инвест 001P-01,1000.0,7.15
758,RU000A1021M1,СберИОС 001Р-305R 5Г МГТРД ИНД,1000.0,0.01
759,RU000A1021N9,СберИОС 001Р-306R 5Г БТЕХ ИНД,1000.0,0.01
760,RU000A1021P4,СберИОС 001Р-309R 5Г ВП,1000.0,0.01
761,RU000A1021Q2,СберИОС 001Р-310R 5Г ВП,1000.0,0.01
762,RU000A102200,Вита Лайн 001Р-01,1000.0,10.0
763,RU000A102234,ТЕХНО Лизинг 001P-03,1000.0,12.5
764,RU000A102242,СберИОС 001Р-315R 5Y ТЕХ,1000.0,0.01
765,RU000A102259,СберИОС 001Р-316R 5Г ESG,1000.0,0.01
766,RU000A102267,СберИОС 001Р-325R SX5E_asn 4Г,1000.0,0.01
767,RU000A102283,СберИОС 001Р-320R 5Г SBERDVTI,1000.0,3.2
768,RU000A1022E6,ПР-Лизинг ООО БО 002Р-01,1000.0,12.0
769,RU000A1022G1,Бизнес-Недвижимость 001Р-01,600.0,10.45
770,RU000A1022N7,СберИОС 001Р-318R 5Г МГТРД ИНД,1000.0,0.01
771,RU000A1022R8,СберИОС 001Р-327R 5Г РБЧ,1000.0,0.01
772,RU000A102341,СберИОС 001Р-308R 5Г СРВП,1000.0,0.01
773,RU000A102358,СберИОС 001Р-307R 5Г СРВП,1000.0,0.01
774,RU000A1023K1,АФК Система БО 001P-15,1000.0,6.7
775,RU000A1023X4,СберИОС 001Р-323R 5Y ТЕХ,1000.0,0.01
776,RU000A1023Y2,СберИОС 001Р-324R 5Г ESG,1000.0,0.01
777,RU000A1023Z9,СберИОС 001Р-319R 5Г МГТРД ИНД,1000.0,0.01
778,RU000A102416,СберИОС 001Р-321R 5Г SBERDVTI,1000.0,3.2
779,RU000A1024L7,Томская область 2020,800.0,6.7
780,RU000A1024N3,СберИОС 001Р-329R 5Г ВП,1000.0,0.01
781,RU000A1024T0,СберИОС 001Р-330R 5Г ВП,1000.0,0.01
782,RU000A1024W4,ГруппаЧеркизово БО-001Р-03,1000.0,6.2
783,RU000A102556,СЭЗ им. С.Орджоникидзе 001Р-02,1000.0,10.75
784,RU000A102564,РЖД 001Б-03,1000.0,13.49
785,RU000A102598,Липецкая область 34012,400.0,5.75
786,RU000A1025F6,Белгородская область 34016,440.0,5.7
787,RU000A1025H2,ВБРР 001P-05,1000.0,8.8
788,RU000A1025J8,СберИОС 001Р-331R 5Г СРВП,1000.0,0.01
789,RU000A1025K6,СберИОС 001Р-334R СБЕР_asn 4Г,1000.0,0.01
790,RU000A1025L4,СберИОС 001Р-336R 5Г РБЧ,1000.0,0.01
791,RU000A1025R1,СберИОС 001Р-345R 5Y ТЕХ,1000.0,0.01
792,RU000A1025S9,СберИОС 001Р-346R 5Y ТЕХ,1000.0,0.01
793,RU000A102614,СберИОС 001Р-338R 5Г МГТРД ИНД,1000.0,0.01
794,RU000A102622,СберИОС 001Р-340R 5Г ВСТГЭ ИНД,1000.0,0.01
795,RU000A1026B3,Республика Башкортостан 34011,700.0,5.9
796,RU000A1026E7,СберИОС 001Р-332R 5Г СРВП,1000.0,0.01
797,RU000A1026H0,ГИДРОМАШСЕРВИС АО БО-03,1000.0,12.5
798,RU000A1026M0,СберИОС 001Р-341R 5Г РБЧ,1000.0,0.01
799,RU000A1026N8,СберИОС 001Р-342R 5Г МГТРД ИНД,1000.0,0.01
800,RU000A1026P3,СберИОС 001Р-343R 5Г ВСТГЭ ИНД,1000.0,0.01
801,RU000A1026R9,Сибирское Стекло БО-П02,10000.0,12.5
802,RU000A1027A3,СберИОС 001Р-348R IPO_КНД 5Г,1000.0,0.01
803,RU000A1027B1,СберИОС 001Р-349R 5Г СМШ,1000.0,0.01
804,RU000A1027F2,Банк ВТБ (ПАО) Б-1-137,1000.0,0.01
805,RU000A1027G0,Банк ВТБ (ПАО) Б-1-138,1000.0,0.01
806,RU000A1027K2,Банк ВТБ (ПАО) Б-1-141,1000.0,0.01
807,RU000A1027L0,Банк ВТБ (ПАО) Б-1-142,1000.0,0.01
808,RU000A102861,ПАО ОТКРЫТИЕ ФК Банк БО-ИО-П02,1000.0,0.01
809,RU000A102879,Банк ВТБ ПАО СУБ-Т2-1,10000000.0,7.6
810,RU000A102887,Банк ВТБ ПАО СУБ-Т2-2,10000000.0,15.2
811,RU000A102895,Новосибирская область 34021,1000.0,5.85
812,RU000A1028G8,Ростелеком ПАО 002P-05R,1000.0,6.3
813,RU000A1028J2,СберИОС 001Р-354R 5Г SBERLV85,1000.0,0.01
814,RU000A1028K0,СберИОС 001Р-355R 5Y ТЕХ,1000.0,0.01
815,RU000A1028T1,ФСК Россети ПАО БО 001P-02R,1000.0,6.6
816,RU000A1028U9,РЖД 001Б-04,1000.0,13.8
817,RU000A102952,ВИС ФИНАНС БО-П01,1000.0,15.0
818,RU000A102986,СУЭК-Финанс 001Р-06R,1000.0,6.7
819,RU000A1029A9,ФГУП Росморпорт 001Р-01,500.0,5.9
820,RU000A1029C5,СберИОС 001Р-333R 5Г ВП,1000.0,0.01
821,RU000A1029E1,СберИОС 001Р-351R 5Г ВП,1000.0,0.01
822,RU000A1029F8,Лизинг-Трейд 001P-02,666.8,10.8
823,RU000A1029G6,Администрация Красноярск 34013,500.0,6.25
824,RU000A1029Q5,СберИОС 001Р-359R 5Г ВСТГЭ ИНД,1000.0,0.01
825,RU000A1029R3,СберИОС 001Р-357R 5Г РБЧ,1000.0,0.01
826,RU000A1029S1,СберИОС 001Р-360R 5Г БТЕХ ИНД,1000.0,0.01
827,RU000A1029W3,СберИОС 001Р-361R LKOH_asn 4Г,1000.0,0.01
828,RU000A102A15,Санкт-Петербург обл. 35003,700.0,6.05
829,RU000A102A56,СберИОС 001Р-353R 5Г СРВП,1000.0,0.01
830,RU000A102A64,СберИОС 001Р-352R 5Г СРВП,1000.0,0.01
831,RU000A102A72,СберИОС 001Р-366R 5Y СМШ,1000.0,0.01
832,RU000A102A80,СберИОС 001Р-367R 5Y СМШ,1000.0,0.01
833,RU000A102AB8,Завод КЭС 001P-02,500.0,14.0
834,RU000A102AP8,ДОМ.РФ Ипотечный агент 17-002P,437.58,5.2
835,RU000A102B97,Вита Лайн 001Р-02,1000.0,9.75
836,RU000A102BE0,СберИОС 001Р-356R 5Г СРВП,1000.0,0.01
837,RU000A102BF7,НК Продкорпорация 01,1000.0,8.99
838,RU000A102BK7,"""О'КЕЙ"" ООО БО 001Р-04",1000.0,9.9
839,RU000A102BR2,СберИОС 001Р-375R 5Y СМШ,1000.0,0.01
840,RU000A102BS0,СберИОС 001Р-376R 5Y СМШ,1000.0,0.01
841,RU000A102BZ5,СберИОС 001Р-373R 5Г ВП,1000.0,0.01
842,RU000A102C13,СберИОС 001Р-374R 5Г ВП,1000.0,0.01
843,RU000A102C88,СберИОС 001Р-358R 5Г РБЧ,1000.0,0.01
844,RU000A102C96,СберИОС 001Р-363R 5Г СИТК ИНД,1000.0,0.01
845,RU000A102CA6,СберИОС 001Р-364R 5Г ВСТГЭ ИНД,1000.0,0.01
846,RU000A102CK5,ГОВОЗ РФ 12978087V (RU),100000.0,1.125
847,RU000A102CL3,ГОВОЗ РФ 12978088V (RU),100000.0,1.85
848,RU000A102CR0,МЭФ Московской области 35015,1000.0,5.95
849,RU000A102CT6,Свердловская область 35009,800.0,6.25
850,RU000A102CX8,Минфин Ульяновской обл. 34003,300.0,6.25
851,RU000A102D38,СберИОС 001Р-368R 5Г СРВП,1000.0,0.01
852,RU000A102D46,ДОМ.РФ Ипотечный агент 18-002P,437.74,5.85
853,RU000A102D53,СберИОС 001Р-380R 5Y СМШ,1000.0,0.01
854,RU000A102D61,СберИОС 001Р-382R 5Y СМШ,1000.0,0.01
855,RU000A102D87,СберИОС 001Р-369R 5Г СРВП,1000.0,0.01
856,RU000A102DB2,ГПБ (АО) БО 001Р-18Р,1000.0,5.95
857,RU000A102DF3,СберИОС 001Р-378R 5Г SBERLV85,1000.0,0.01
858,RU000A102DG1,СберИОС 001Р-370R 5Г СРВП,1000.0,0.01
859,RU000A102DK3,MT-FREE-02,1000.0,9.75
860,RU000A102DQ0,Свердловская область 34010,400.0,5.8
861,RU000A102DR8,Омская область 35004,1000.0,6.45
862,RU000A102DS6,Нижегородская область 35015,1000.0,6.1
863,RU000A102DV0,СберИОС 001Р-379R LKOH_asn 4Г,1000.0,0.01
864,RU000A102E37,РЖД 001Б-05,1000000.0,13.0
865,RU000A102E52,Почта России БО-001P-09,1000.0,6.6
866,RU000A102EE4,ПАО НК Роснефть 003P-02,1000.0,7.0
867,RU000A102EF1,ПАО НК Роснефть 003P-01,1000.0,7.0
868,RU000A102EH7,Банк ВТБ (ПАО) Б-1-153,1000.0,0.01
869,RU000A102EW6,Банк ВТБ (ПАО) Б-1-167,1000.0,0.01
870,RU000A102EX4,Банк ВТБ (ПАО) Б-1-168,1000.0,0.01
871,RU000A102EY2,Банк ВТБ (ПАО) Б-1-169,1000.0,0.01
872,RU000A102EZ9,Банк ВТБ (ПАО) Б-1-170,1000.0,0.01
873,RU000A102F02,Банк ВТБ (ПАО) Б-1-171,1000.0,0.01
874,RU000A102F10,Банк ВТБ (ПАО) Б-1-172,1000.0,0.01
875,RU000A102FA9,Банк ВТБ (ПАО) Б-1-158,1000.0,0.01
876,RU000A102FE1,РЖД 001Б-06,1000000.0,13.68
877,RU000A102FL6,СберИОС 001Р-377R 5Г ВЗР ИНД,1000.0,0.01
878,RU000A102FQ5,Сбербанк ПАО 001Р-SBER20,1000.0,8.8
879,RU000A102FS1,АФК Система БО 001P-16,1000.0,10.3
880,RU000A102FT9,АФК Система БО 001P-17,1000.0,6.75
881,RU000A102FV5,Минфин Челябинской обл 35001,800.0,6.0
882,RU000A102G35,МЭФ Московской области 35016,750.0,5.95
883,RU000A102G50,Восточная Стивидор.Ком 1P-01R,1000.0,6.55
884,RU000A102G76,СберИОС 001Р-383R 5Г СРВП,1000.0,0.01
885,RU000A102GA7,РЖД 001Б-07,1000000.0,13.13
886,RU000A102GD1,ДОМ.РФ Ипотечный агент БО 1P3,389.81,6.0
887,RU000A102GG4,СберИОС 001Р-384R 5Г СРВП,1000.0,0.01
888,RU000A102GH2,СберИОС 001Р-385R 5Г СРВП,1000.0,0.01
889,RU000A102GJ8,ГПБ (АО) БО 001Р-19Р,1000.0,12.75
890,RU000A102GL4,СберИОС 001Р-389R 5Г БТЕХ ИНД,1000.0,0.01
891,RU000A102GM2,СберИОС 001Р-390R 5Г БТЕХ ИНД,1000.0,0.01
892,RU000A102GN0,СберИОС 001Р-391R 5Г РБЧ,1000.0,0.01
893,RU000A102GP5,СберИОС 001Р-392R 5Г РБЧ,1000.0,0.01
894,RU000A102GQ3,СберИОС 001Р-393R 5Г НГК,1000.0,0.01
895,RU000A102GR1,СберИОС 001Р-394R 5Г НГК,1000.0,0.01
896,RU000A102GU5,НоваБев Групп 002P БО-П04,1000.0,7.4
897,RU000A102GV3,ДОМ.РФ Ипотечный агент БО 1P1,473.16,6.05
898,RU000A102GZ4,СберИОС 001Р-396R 5Y СМШ,1000.0,0.01
899,RU000A102H34,Ставропольский край 35004,750.0,6.2
900,RU000A102H83,КБ Ренессанс Кредит БО-04,1000.0,11.5
901,RU000A102H91,Автодор ГК БО-003Р-01,895.0,6.75
902,RU000A102HA5,МСП Банк С01,10000000.0,8.5
903,RU000A102HC1,Сбербанк 002СУБ-02R,10000000.0,7.0
904,RU000A102HH0,СберИОС 001Р-386R 5Г ВП,1000.0,0.01
905,RU000A102HK4,СберИОС 001Р-387R 5Г ВП,1000.0,0.01
906,RU000A102HM0,Банк ВТБ (ПАО) Б-1-175,1000.0,0.01
907,RU000A102HU3,УОМЗ ПО АО БО-П02,1000.0,0.1
908,RU000A102HX7,Концерн РОССИУМ ООО 002P-03,1000.0,16.75
909,RU000A102JB9,ДОМ.РФ Ипотечный агент БО 1P2,455.74,6.05
910,RU000A102JW5,СберИОС 001Р-399R 5Г НГ,1000.0,0.01
911,RU000A102K13,ДОМ.РФ Ипотечный агент БО 1P4,406.77,7.9
912,RU000A102K39,РЕСО-Лизинг ООО БО-П-08,1000.0,15.2
913,RU000A102K88,Санкт-Петербург обл. 35004,1000.0,5.9
914,RU000A102K96,ВЭБ.РФ ПБО-001Р-23В,1000.0,3.25
915,RU000A102KG6,ГК Пионер БО 001P-05,670.0,9.75
916,RU000A102KN2,Калининградская область 35003,850.0,6.1
917,RU000A102KP7,СМАК БО-П01,4000.0,13.0
918,RU000A102KT9,Адм. города Краснодар 34003,600.0,6.7
919,RU000A102L53,ДОМ.РФ Ипотечный агент БО 1P6,472.64,
920,RU000A102L61,Минфин Челябинской обл 35002,800.0,6.0
921,RU000A102L79,Минфин Челябинской обл 35003,800.0,6.0
922,RU000A102L87,ДОМ.РФ Ипотечный агент БО 1P5,448.13,6.4
923,RU000A102L95,Газпром нефть БО 003Р-04R,1000.0,16.5
924,RU000A102LD1,ГруппаЧеркизово БО-001Р-04,1000.0,0.1
925,RU000A102LF6,Пионер-Лизинг БО-П04,1000.0,19.5
926,RU000A102LR1,Адм. г.Томск 34008,600.0,6.7
927,RU000A102LU5,ГПБ (АО) БО 001Р-20Р,1000.0,6.4
928,RU000A102M29,Проект-Град БО-01,1000.0,6.35
929,RU000A102M37,Правительство УдмуртскойР34008,700.0,6.4
930,RU000A102MB3,ИА Титан-3 01,181.69,7.45
931,RU000A102MC1,ИА Титан-3 02,1000.0,
932,RU000A102ME7,ИА Титан-3 03,1000.0,
933,RU000A102QJ7,Банк ВТБ ПАО СУБ-Т1-1,150000.0,5.0
934,RU000A102QL3,Банк ВТБ ПАО СУБ-Т1-2,125000.0,3.75
935,RU000A102QM1,Банк ВТБ ПАО СУБ-Т1-3,150000.0,9.81
936,RU000A102QN9,Банк ВТБ ПАО СУБ-Т1-4,125000.0,7.99
937,RU000A102QP4,РЖД БО 001Р-21R,1000.0,6.85
938,RU000A102R40,РЖД БО 001Р-22R,1000.0,6.85
939,RU000A102R73,ПАО ОТКРЫТИЕ ФК Банк БО-П07,1000.0,6.25
940,RU000A102RA4,СберИОС 001Р-414R 7Г БТЕХ ИНД,1000.0,0.01
941,RU000A102RB2,Новая концесс. компания 12,1299.23,0.01
942,RU000A102RC0,СберИОС 001Р-417R 5Г ВЗР ИНД,1000.0,0.01
943,RU000A102RD8,СберИОС 001Р-419R 5Г РБЧ,1000.0,0.01
944,RU000A102RE6,СберИОС 001Р-421R 5Y СМШ,1000.0,0.01
945,RU000A102RF3,ХКФ Банк БО-07,1000.0,6.85
946,RU000A102RN7,КБ Ренессанс Кредит БО-06,1000.0,8.15
947,RU000A102RR8,Сбербанк ПАО 001Р-SBER23,1000.0,8.8
948,RU000A102RT4,Промсвязьбанк 003P-04,1000.0,6.4
949,RU000A102RU2,ПАО ЛК Европлан 001P-01,750.0,7.1
950,RU000A102RX6,ГК Самолет БО-П09,1000.0,9.05
951,RU000A102S23,Агрофирма-племзавод Победа 1Р1,1000.0,9.75
952,RU000A102S72,РЖД 001Б-08,1000000.0,13.93
953,RU000A102S80,АЛЬФА-БАНК Б2Р10,1000.0,6.2
954,RU000A102SC8,ТМК 001P-02,1000.0,7.15
955,RU000A102SG9,Селектел 001P-01R,1000.0,8.5
956,RU000A102SK1,Боржоми Финанс 001P-01,1000.0,7.6
957,RU000A102SM7,СДЭК Глобал БО-П01,1000.0,9.5
958,RU000A102SN5,МСБ-Лизинг 002P-04,33.43,11.25
959,RU000A102SU0,СберИОС 001Р-420R 5Y СМШ,1000.0,0.01
960,RU000A102SV8,АФК Система БО 001P-18,1000.0,13.6
961,RU000A102SX4,АФК Система БО 001P-19,1000.0,7.35
962,RU000A102T63,Группа ЛСР ПАО БО 001Р-06,1000.0,8.0
963,RU000A102T97,Аэрофьюэлз 001Р-01,1000.0,9.25
964,RU000A102TA0,Росагролизинг 001P-02,1000.0,7.9
965,RU000A102TD4,СберИОС 001Р-423R 5Г МФН,1000.0,0.01
966,RU000A102TH5,СберИОС 001Р-425R 7Г РБЧ,1000.0,0.01
967,RU000A102TJ1,ТМК 001P-03,1000.0,7.35
968,RU000A102TK9,ЮниСервис Капитал 02К,10000.0,8.8
969,RU000A102TR4,Ритейл Бел Финанс 001P-02,1000.0,10.35
970,RU000A102TT0,ИНАРКТИКА 001Р-01,1000.0,9.5
971,RU000A102UC4,СберИОС 001Р-413R 5Г НГ,1000.0,0.01
972,RU000A102US0,ТАЛАН-ФИНАНС БО 001Р-02,300.0,10.5
973,RU000A102UZ5,Кировский завод 1P2,1000.0,9.5
974,RU000A102V69,СберИОС 001Р-410R 5Г МФН,1000.0,0.01
975,RU000A102VD0,СберИОС 001Р-426R 7Г СШАМ ИНД,1000.0,0.01
976,RU000A102VK5,ВИС ФИНАНС БО-П02,1000.0,9.15
977,RU000A102VL3,"МТС 001P-18, социальные",1000.0,6.5
978,RU000A102VR0,ГТЛК БО 002P-01,1000.0,7.85
979,RU000A102VW0,Элемент Лизинг БО 001P-03,125.0,8.25
980,RU000A102VY6,АТОМ БО-П01,1000.0,8.5
981,RU000A102W35,СберИОС 001Р-427R ЗЛТ КС,1000.0,0.01
982,RU000A102W50,СберИОС 001Р-430R 7Г СШАМ ИНД,1000.0,0.01
983,RU000A102W68,ХК Финанс ООО БО 001Р-06,1000.0,7.5
984,RU000A102WA4,СберИОС 001Р-404R 5Г ВП,1000.0,0.01
985,RU000A102WB2,СберИОС 001Р-429R 5Г СШАМ ИНД,1000.0,0.01
986,RU000A102WC0,СберИОС 001Р-431R 5Г РБЧ,1000.0,0.01
987,RU000A102WL1,Экспобанк БО-03,1000.0,8.5
988,RU000A102X18,ФПК Гарант-Инвест БО 002Р-03,1000.0,10.5
989,RU000A102X26,СберИОС 001Р-432R 5Y СМШ,1000.0,0.01
990,RU000A102Y58,Брусника 001P-02,1000.0,9.6
991,RU000A102Y66,ЛЕГЕНДА БО 001P-04,1000.0,9.95
992,RU000A102Y74,Банк ВТБ (ПАО) Б-1-206,1000.0,0.01
993,RU000A102YG7,Сбербанк ПАО 001Р-SBER25,1000.0,7.45
994,RU000A102YH5,Сбербанк ПАО 001Р-SBER26,1000.0,7.45
995,RU000A102ZH2,ЯТЭК 001Р-02,800.0,9.15
996,RU000A102ZZ4,СберИОС 001Р-433R 5Y СМШ,1000.0,0.01
997,RU000A1030D1,АЛЬФА-БАНК Б2Р11,1000.0,7.0
998,RU000A1030F6,Райффайзенбанк БРО-02,1000.0,0.01
999,RU000A1030K6,АО ЭР-Телеком Холдинг ПБО-05,1000.0,8.4
1000,RU000A1030N0,ФЭС-Агро ООО БО-02,500.0,11.0
1001,RU000A1030S9,Гор.Обл.Займ Москвы 72 в.,1000.0,6.55
1002,RU000A1030T7,Гор.Обл.Займ Москвы 73 в.,1000.0,7.2
1003,RU000A1030U5,ЭкономЛизинг 001Р-03,1000.0,11.5
1004,RU000A1030X9,"""Сэтл-Групп"" ООО БО-001P-03",1000.0,8.5
1005,RU000A1030Y7,АО Авто Финанс Банк БО-001Р-08,1000.0,7.4
1006,RU000A103117,МВ ФИНАНС 001Р-01,1000.0,11.0
1007,RU000A103125,ДОМ.РФ Ипотечный агент БО 1P7,481.97,6.9
1008,RU000A103133,ХК Новотранс 001P-02,1000.0,9.15
1009,RU000A103141,Банк ВТБ (ПАО) Б-1-214,1000.0,0.01
1010,RU000A103158,Банк ВТБ (ПАО) Б-1-215,1000.0,0.01
1011,RU000A103166,Банк ВТБ (ПАО) Б-1-216,1000.0,0.01
1012,RU000A103174,Банк ВТБ (ПАО) Б-1-217,1000.0,0.01
1013,RU000A103182,Банк ВТБ (ПАО) Б-1-208,1000.0,0.01
1014,RU000A1031B3,Банк ВТБ (ПАО) Б-1-211,1000.0,0.01
1015,RU000A1031C1,Банк ВТБ (ПАО) Б-1-212,1000.0,0.01
1016,RU000A1031G2,СберИОС 001Р-412R 5Y СМШ,1000.0,0.01
1017,RU000A1031H0,СберИОС 001Р-441R 3Г ВСТГЭ ИНД,1000.0,0.01
1018,RU000A1031K4,ДОМ.РФ Ипотечный агент БО 1P8,539.31,6.95
1019,RU000A1031S7,ВЭБ.РФ ПБО-001Р-24,1000.0,8.13
1020,RU000A1031T5,ВЭБ.РФ ПБО-001Р-25,1000.0,8.13
1021,RU000A1031U3,ВЭБ.РФ ПБО-001Р-26,1000.0,8.13
1022,RU000A1031Y5,ВЭБ.РФ ПБО-001Р-28,1000.0,7.97
1023,RU000A1031Z2,ВЭБ.РФ ПБО-001Р-29,1000.0,7.97
1024,RU000A103216,СберИОС 001Р-442R 5Г ТОВ КРЗ,1000.0,0.01
1025,RU000A103273,СберИОС 001Р-437R 5Г SBRIF ИНД,1000.0,0.01
1026,RU000A103281,СберИОС 001Р-405R 5Г ВП,1000.0,0.01
1027,RU000A103299,СберИОС 001Р-434R 3Г ВП,1000.0,0.01
1028,RU000A1032C9,СберИОС 001Р-439R 7Г СШАМ ИНД,1000.0,0.01
1029,RU000A1032K2,СберИОС 001Р-438R 5Г SBRIF ИНД,1000.0,0.01
1030,RU000A1032L0,СберИОС 001Р-440R 7Г СШАМ ИНД,1000.0,0.01
1031,RU000A1032N6,СберИОС 001Р-436R 5Y СМШ,1000.0,0.01
1032,RU000A1032P1,ООО «СФО ВТБ РКС-1 »,1000.0,8.0
1033,RU000A1032X5,ТЕХНО Лизинг 001P-04,1000.0,10.75
1034,RU000A103372,АФК Система БО 001P-20,1000.0,8.2
1035,RU000A1033B9,Республика Саха (Якутия) 35015,800.0,7.25
1036,RU000A1033Z8,Гор.Обл.Займ Москвы 74 в.,1000.0,7.38
1037,RU000A103414,Ред Софт БО 002Р-02,1000.0,11.0
1038,RU000A103471,СберИОС 001Р-444R ЗЛТ КС,1000.0,0.01
1039,RU000A103489,Банк ВТБ (ПАО) Б-1-218,1000.0,0.01
1040,RU000A103497,Банк ВТБ (ПАО) Б-1-219,1000.0,0.01
1041,RU000A1034A9,Банк ВТБ (ПАО) Б-1-220,1000.0,0.01
1042,RU000A1034B7,Банк ВТБ (ПАО) Б-1-221,1000.0,0.01
1043,RU000A1034D3,Банк ВТБ (ПАО) Б-1-223,1000.0,0.01
1044,RU000A1034E1,Банк ВТБ (ПАО) Б-1-224,1000.0,0.01
1045,RU000A1034F8,Банк ВТБ (ПАО) Б-1-225,1000.0,0.01
1046,RU000A1034G6,Банк ВТБ (ПАО) Б-1-226,1000.0,0.01
1047,RU000A1034H4,Банк ВТБ (ПАО) Б-1-227,1000.0,0.01
1048,RU000A1034J0,ПАО ЛК Европлан 001P-02,250.0,7.8
1049,RU000A1034K8,ГОВОЗ РФ 12978104V (RU),100000.0,2.65
1050,RU000A1034M4,ВсеИнструменты.ру ООО БО-04,1000.0,9.8
1051,RU000A1034P7,Банк ВТБ ПАО СУБ-Т1-5,10000000.0,10.0
1052,RU000A1034Q5,Банк ВТБ ПАО СУБ-Т1-6,10000000.0,18.75
1053,RU000A1034X1,Лизинг-Трейд 001P-03,1000.0,11.0
